19	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@nvs1967f-words#@nvs1967f#3545.023#3545.316
20	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3545.316#3545.609
21	которых	который	PRON	_	Case=Gen	_	_	_	@nvs1967f-words#@nvs1967f#3545.609#3545.902
22	маленькая	маленький	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3545.902#3546.195
23	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3546.195#3546.488
24	Люда	Люда	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3546.488#3546.781
25	приглашала	приглашать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3546.781#3547.074
26	через	через	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3547.074#3547.367
27	20	20	NUM	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3547.367#3547.66
28	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@nvs1967f-words#@nvs1967f#3547.66#3547.953
29	в	в	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3547.953#3548.246
30	театр	театр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3548.246#3548.539
31	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3548.539#3548.832
32	через	через	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3548.832#3549.125
33	20	20	NUM	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3549.125#3549.418
34	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@nvs1967f-words#@nvs1967f#3549.418#3549.711
35	пришли	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3549.711#3550.004
36	бы	бы	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3550.004#3550.297
37	в	в	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3550.297#3550.59
38	театр	театр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3550.59#3550.883
39	для того чтобы	для того чтобы	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3550.883#3551.176
40	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@nvs1967f-words#@nvs1967f#3551.762#3552.055
41	увидеть	увидеть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3552.055#3552.348
42	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3552.348#3552.641
43	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@nvs1967f-words#@nvs1967f#3552.641#3552.934
44	пришлось	прийтись	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Pass	_	_	_	@nvs1967f-words#@nvs1967f#3552.934#3553.227
45	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3553.227#3553.52
46	бы	бы	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3553.52#3553.813
47	придти	придти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3553.813#3554.106
48	в	в	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3554.106#3554.399
49	театр	театр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3554.399#3554.692
50	Каргопольлага	Каргопольлаг	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3554.692#3555.0
51	потому	потому	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3543.851#3544.144
52	что	что	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3543.851#3544.144
53	там	там	ADV	_	Degree=Pos	_	_	_	@nvs1967f-words#@nvs1967f#3556.05#3556.375
54	Люда	Люда	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@nvs1967f-words#@nvs1967f#3556.375#3556.7
55	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@nvs1967f-words#@nvs1967f#3556.7#3557.025
56	была	быть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3557.025#3557.35
57	актрисой	актриса	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3557.35#3557.675
58	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3557.675#3558.0
59	да	да	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3559.0#3559.2
60	нужно	нужно	PRED	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3621.4#3621.69
61	понимать	понимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3621.69#3621.98
62	что	что	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3621.98#3622.27
63	это	это	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3622.27#3622.56
64	лагерь	лагерь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3622.56#3622.85
65	где	где	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3622.85#3623.14
66	находились	находиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3623.14#3623.43
67	уголовницы	уголовница	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@nvs1967f-words#@nvs1967f#3623.43#3623.72
68	в	в	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3623.72#3624.01
69	том	том	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3624.01#3624.3
70	числе	числе	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3624.3#3624.6
71	а	а	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3771.363#3771.63
72	Каргопольлаг	Каргопольлаг	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3771.63#3771.897
73	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3771.897#3772.164
74	заметьте	заметить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3772.164#3772.431
75	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3772.431#3772.698
76	лесной	лесной	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3772.698#3772.967
77	это	это	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3773.428#3773.756
78	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3773.756#3774.084
79	что	что	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3774.084#3774.412
80	та..аа	та	X	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3774.412#3774.74
81	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3774.74#3775.068
82	что	что	SCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3775.068#3775.396
83	заключенные	заключенный	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@nvs1967f-words#@nvs1967f#3775.396#3775.724
84	которые	который	PRON	_	Case=Nom	_	_	_	@nvs1967f-words#@nvs1967f#3775.724#3776.052
85	там	там	ADV	_	Degree=Pos	_	_	_	@nvs1967f-words#@nvs1967f#3776.052#3776.38
86	находятся	находиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@nvs1967f-words#@nvs1967f#3776.38#3776.708
87	аа	а	X	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3776.708#3777.036
88	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3777.036#3777.364
89	работают	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3777.364#3777.692
90	либо	либо	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3777.692#3778.02
91	на	на	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3778.02#3778.348
92	лесоповале	лесоповал	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3778.348#3778.676
93	либо	либо	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3778.676#3779.004
94	на	на	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3779.004#3779.332
95	какой-то	какой-то	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3779.332#3779.66
96	лесообработке	лесообработка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3779.66#3779.988
97	либо	либо	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3779.988#3780.316
98	на	на	PART	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3780.316#3780.644
99	погрузке	погрузка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3780.644#3780.993
100	аа	а	INTJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3781.954#3782.177
101	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3782.177#3782.4
102	поэтому	поэтому	SCONJ	_	Degree=Pos	_	_	_	@nvs1967f-words#@nvs1967f#3782.4#3782.623
103	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3782.623#3782.846
104	что	что	PRON	_	Case=Nom	_	_	_	@nvs1967f-words#@nvs1967f#3782.846#3783.069
105	умеет	уметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3783.069#3783.292
106	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3783.292#3783.515
107	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3783.515#3783.738
108	в общем	в общем	ADV	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3783.738#3783.961
109	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3784.184#3784.407
110	аа	а	X	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3784.407#3784.63
111	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3784.63#3784.853
112	означает	означать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3784.853#3785.076
113	пойдет	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3785.076#3785.299
114	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3785.299#3785.522
115	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nvs1967f-words#@nvs1967f#3785.522#3785.745
116	у	у	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3785.745#3785.968
117	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@nvs1967f-words#@nvs1967f#3785.968#3786.191
118	на	на	ADP	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3786.191#3786.414
119	лесоповал	лесоповал	NOUN	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3786.414#3786.637
120	/	/	PUNCT	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3786.637#3786.86
121	или	или	CCONJ	_	_	_	_	_	@nvs1967f-words#@nvs1967f#3786.86#3787.083
122	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@nvs1967f-words#@nvs1967f#3787.083#3787.306
123	пойдет	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@nvs1967f-words#@nvs1967f#3787.306#3787.529
124	куда-нибудь	куда-нибудь	ADV	_	Degree=Pos	_	_	_	@nvs1967f-words#@nvs1967f#3787.529#3787.752
125	еще	еще	ADV	_	Degree=Pos	_	_	_	@nvs1967f-words#@nvs1967f#3787.752#3788.0
126	да	да	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3558.1#3558.333
127	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3558.333#3558.566
128	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3558.566#3558.8
129	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3560.8#3561.0
130	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3562.6#3563.083
131	вот	вот	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3563.083#3563.566
132	опять	опять	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3563.566#3564.049
133	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3564.049#3564.532
134	Ким	Ким	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3564.532#3565.015
135	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3565.015#3565.498
136	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3565.498#3565.981
137	Ким	Ким	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3565.981#3566.464
138	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3566.464#3566.947
139	датчанин	датчанин	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3566.947#3567.43
140	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3567.43#3567.913
141	живущий	жить	VERB	_	Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3567.913#3568.396
142	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3568.396#3568.879
143	другом	другой	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3568.879#3569.362
144	мире	мир	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3569.362#3569.845
145	другой	другой	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3569.845#3570.328
146	жизнью	жизнь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3570.328#3570.811
147	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3570.811#3571.294
148	ничего	ничто	PRON	_	Case=Gen	_	_	_	@lah1929f-words#@lah1929f#3571.294#3571.777
149	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3571.777#3572.26
150	вот	вот	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3572.26#3572.743
151	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@lah1929f-words#@lah1929f#3572.743#3573.226
152	рассказывает	рассказывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3573.226#3573.709
153	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3573.709#3574.192
154	который	который	ADJ	_	Case=Nom	_	_	_	@lah1929f-words#@lah1929f#3574.192#3574.675
155	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3574.675#3575.158
156	прошел	пройти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3575.158#3575.641
157	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3575.641#3576.124
158	что	что	SCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3576.124#3576.607
159	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@lah1929f-words#@lah1929f#3576.607#3577.09
160	пишет	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3577.09#3577.6
161	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3579.4#3579.796
162	попала	попасть	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3579.796#3580.192
163	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3580.192#3580.588
164	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3580.588#3580.984
165	театр	театр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3580.984#3581.38
166	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3581.38#3581.776
167	за	за	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3581.776#3582.172
168	свои	свой	DET	_	Case=Acc|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3582.172#3582.568
169	какие-то	какой-то	PRON	_	Case=Acc|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3582.568#3582.964
170	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3582.964#3583.36
171	заслуги	заслуга	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@lah1929f-words#@lah1929f#3583.36#3583.766
172	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3584.0#3584.327
173	была	быть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3584.327#3584.654
174	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3584.654#3584.981
175	карантине	карантин	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3584.981#3585.308
176	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3585.308#3585.635
177	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3585.635#3585.962
178	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3585.962#3586.289
179	еще	еще	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3586.289#3586.616
180	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3586.616#3586.943
181	ни	ни	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3586.943#3587.27
182	сном	сон	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3587.27#3587.597
183	ни	ни	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3587.597#3587.924
184	духом	дух	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3587.924#3588.251
185	не	не	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3588.251#3588.578
186	знала	знать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3588.578#3588.905
187	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3588.905#3589.232
188	про	про	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3589.232#3589.559
189	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3589.559#3589.886
190	театр	театр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3589.886#3590.213
191	ни	ни	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3590.213#3590.54
192	про	про	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3590.54#3590.867
193	что	что	PRON	_	Case=Nom	_	_	_	@lah1929f-words#@lah1929f#3590.867#3591.2
194	просто	просто	PART	_	_	_	_	_	@lah1929f-words#@lah1929f#3591.8#3592.29
195	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3592.29#3592.78
196	так	так	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3592.78#3593.27
197	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3593.27#3593.76
198	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@lah1929f-words#@lah1929f#3593.76#3594.25
199	сложилось	сложиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3594.25#3594.74
200	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3594.74#3595.23
201	одна	один	DET	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3595.23#3595.72
202	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3595.72#3596.21
203	женщина	женщина	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3596.21#3596.7
204	освобождалась	освобождаться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@lah1929f-words#@lah1929f#3596.7#3597.2
205	и	и	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3598.0#3598.4
206	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3598.4#3598.8
207	а	а	CCONJ	_	_	_	_	_	@lah1929f-words#@lah1929f#3598.8#3599.2
208	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@lah1929f-words#@lah1929f#3599.2#3599.6
209	подралась	подраться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@lah1929f-words#@lah1929f#3599.6#3600.0
210	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3600.0#3600.4
211	бараке	барак	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@lah1929f-words#@lah1929f#3600.4#3600.8
212	/	/	PUNCT	_	_	_	_	_	@lah1929f-words#@lah1929f#3600.8#3601.2
213	в	в	ADP	_	_	_	_	_	@lah1929f-words#@lah1929f#3601.2#3601.6
